s1,s2,Re(r_ibc3_reduced.tm),Im(r_ibc3_reduced.tm),Abs(r_ibc3_reduced.tm),Arg(r_ibc3_reduced.tm),Re(r_ibc3_reduced.te),Im(r_ibc3_reduced.te),Abs(r_ibc3_reduced.te),Arg(r_ibc3_reduced.te)
+3.84000000E-01,+0.00000000E+00,-6.53278839E-01,+7.57117401E-01,+1.00000000E+00,+2.28270340E+00,-6.81872525E-01,+7.31471024E-01,+1.00000000E+00,+2.32111586E+00
+3.85000000E-01,+0.00000000E+00,-6.53774283E-01,+7.56689624E-01,+1.00000000E+00,+2.28335797E+00,-6.82470641E-01,+7.30913007E-01,+1.00000000E+00,+2.32193386E+00
+3.86000000E-01,+0.00000000E+00,-6.54270966E-01,+7.56260209E-01,+1.00000000E+00,+2.28401455E+00,-6.83069795E-01,+7.30353103E-01,+1.00000000E+00,+2.32275391E+00
+3.87000000E-01,+0.00000000E+00,-6.54768885E-01,+7.55829152E-01,+1.00000000E+00,+2.28467313E+00,-6.83669981E-01,+7.29791311E-01,+1.00000000E+00,+2.32357600E+00
+3.88000000E-01,+0.00000000E+00,-6.55268042E-01,+7.55396448E-01,+1.00000000E+00,+2.28533373E+00,-6.84271196E-01,+7.29227625E-01,+1.00000000E+00,+2.32440014E+00
+3.89000000E-01,+0.00000000E+00,-6.55768435E-01,+7.54962092E-01,+1.00000000E+00,+2.28599634E+00,-6.84873437E-01,+7.28662045E-01,+1.00000000E+00,+2.32522632E+00
+3.90000000E-01,+0.00000000E+00,-6.56270063E-01,+7.54526079E-01,+1.00000000E+00,+2.28666098E+00,-6.85476699E-01,+7.28094565E-01,+1.00000000E+00,+2.32605455E+00
+3.91000000E-01,+0.00000000E+00,-6.56772926E-01,+7.54088405E-01,+1.00000000E+00,+2.28732763E+00,-6.86080978E-01,+7.27525183E-01,+1.00000000E+00,+2.32688482E+00
+3.92000000E-01,+0.00000000E+00,-6.57277024E-01,+7.53649065E-01,+1.00000000E+00,+2.28799631E+00,-6.86686270E-01,+7.26953896E-01,+1.00000000E+00,+2.32771713E+00
+3.93000000E-01,+0.00000000E+00,-6.57782355E-01,+7.53208054E-01,+1.00000000E+00,+2.28866702E+00,-6.87292572E-01,+7.26380700E-01,+1.00000000E+00,+2.32855149E+00
+3.94000000E-01,+0.00000000E+00,-6.58288920E-01,+7.52765367E-01,+1.00000000E+00,+2.28933976E+00,-6.87899878E-01,+7.25805592E-01,+1.00000000E+00,+2.32938789E+00
+3.95000000E-01,+0.00000000E+00,-6.58796717E-01,+7.52320999E-01,+1.00000000E+00,+2.29001454E+00,-6.88508186E-01,+7.25228569E-01,+1.00000000E+00,+2.33022634E+00
+3.96000000E-01,+0.00000000E+00,-6.59305746E-01,+7.51874945E-01,+1.00000000E+00,+2.29069135E+00,-6.89117491E-01,+7.24649628E-01,+1.00000000E+00,+2.33106683E+00
+3.97000000E-01,+0.00000000E+00,-6.59816006E-01,+7.51427201E-01,+1.00000000E+00,+2.29137020E+00,-6.89727789E-01,+7.24068765E-01,+1.00000000E+00,+2.33190937E+00
+3.98000000E-01,+0.00000000E+00,-6.60327497E-01,+7.50977760E-01,+1.00000000E+00,+2.29205110E+00,-6.90339077E-01,+7.23485977E-01,+1.00000000E+00,+2.33275395E+00
+3.99000000E-01,+0.00000000E+00,-6.60840218E-01,+7.50526619E-01,+1.00000000E+00,+2.29273404E+00,-6.90951349E-01,+7.22901261E-01,+1.00000000E+00,+2.33360057E+00
+4.00000000E-01,+0.00000000E+00,-6.61354168E-01,+7.50073773E-01,+1.00000000E+00,+2.29341903E+00,-6.91564602E-01,+7.22314614E-01,+1.00000000E+00,+2.33444923E+00
+4.01000000E-01,+0.00000000E+00,-6.61869347E-01,+7.49619215E-01,+1.00000000E+00,+2.29410608E+00,-6.92178832E-01,+7.21726031E-01,+1.00000000E+00,+2.33529995E+00
+4.02000000E-01,+0.00000000E+00,-6.62385754E-01,+7.49162942E-01,+1.00000000E+00,+2.29479518E+00,-6.92794035E-01,+7.21135510E-01,+1.00000000E+00,+2.33615270E+00
+4.03000000E-01,+0.00000000E+00,-6.62903388E-01,+7.48704947E-01,+1.00000000E+00,+2.29548634E+00,-6.93410207E-01,+7.20543048E-01,+1.00000000E+00,+2.33700750E+00
+4.04000000E-01,+0.00000000E+00,-6.63422249E-01,+7.48245227E-01,+1.00000000E+00,+2.29617957E+00,-6.94027344E-01,+7.19948641E-01,+1.00000000E+00,+2.33786434E+00
+4.05000000E-01,+0.00000000E+00,-6.63942336E-01,+7.47783775E-01,+1.00000000E+00,+2.29687486E+00,-6.94645441E-01,+7.19352286E-01,+1.00000000E+00,+2.33872322E+00
+4.06000000E-01,+0.00000000E+00,-6.64463648E-01,+7.47320588E-01,+1.00000000E+00,+2.29757222E+00,-6.95264494E-01,+7.18753979E-01,+1.00000000E+00,+2.33958415E+00
+4.07000000E-01,+0.00000000E+00,-6.64986185E-01,+7.46855658E-01,+1.00000000E+00,+2.29827165E+00,-6.95884500E-01,+7.18153718E-01,+1.00000000E+00,+2.34044712E+00
+4.08000000E-01,+0.00000000E+00,-6.65509946E-01,+7.46388982E-01,+1.00000000E+00,+2.29897315E+00,-6.96505455E-01,+7.17551498E-01,+1.00000000E+00,+2.34131214E+00
+4.09000000E-01,+0.00000000E+00,-6.66034930E-01,+7.45920554E-01,+1.00000000E+00,+2.29967674E+00,-6.97127353E-01,+7.16947316E-01,+1.00000000E+00,+2.34217920E+00
+4.10000000E-01,+0.00000000E+00,-6.66561136E-01,+7.45450368E-01,+1.00000000E+00,+2.30038241E+00,-6.97750191E-01,+7.16341169E-01,+1.00000000E+00,+2.34304830E+00
+4.11000000E-01,+0.00000000E+00,-6.67088565E-01,+7.44978420E-01,+1.00000000E+00,+2.30109016E+00,-6.98373965E-01,+7.15733054E-01,+1.00000000E+00,+2.34391945E+00
+4.12000000E-01,+0.00000000E+00,-6.67617215E-01,+7.44504704E-01,+1.00000000E+00,+2.30180001E+00,-6.98998671E-01,+7.15122967E-01,+1.00000000E+00,+2.34479264E+00
+4.13000000E-01,+0.00000000E+00,-6.68147085E-01,+7.44029215E-01,+1.00000000E+00,+2.30251194E+00,-6.99624304E-01,+7.14510905E-01,+1.00000000E+00,+2.34566788E+00
+4.14000000E-01,+0.00000000E+00,-6.68678175E-01,+7.43551947E-01,+1.00000000E+00,+2.30322597E+00,-7.00250861E-01,+7.13896864E-01,+1.00000000E+00,+2.34654516E+00
+4.15000000E-01,+0.00000000E+00,-6.69210484E-01,+7.43072896E-01,+1.00000000E+00,+2.30394210E+00,-7.00878336E-01,+7.13280841E-01,+1.00000000E+00,+2.34742448E+00
+4.16000000E-01,+0.00000000E+00,-6.69744011E-01,+7.42592055E-01,+1.00000000E+00,+2.30466034E+00,-7.01506727E-01,+7.12662832E-01,+1.00000000E+00,+2.34830585E+00
+4.17000000E-01,+0.00000000E+00,-6.70278756E-01,+7.42109419E-01,+1.00000000E+00,+2.30538068E+00,-7.02136028E-01,+7.12042834E-01,+1.00000000E+00,+2.34918926E+00
+4.18000000E-01,+0.00000000E+00,-6.70814718E-01,+7.41624983E-01,+1.00000000E+00,+2.30610313E+00,-7.02766236E-01,+7.11420844E-01,+1.00000000E+00,+2.35007472E+00
+4.19000000E-01,+0.00000000E+00,-6.71351895E-01,+7.41138741E-01,+1.00000000E+00,+2.30682769E+00,-7.03397346E-01,+7.10796858E-01,+1.00000000E+00,+2.35096222E+00
+4.20000000E-01,+0.00000000E+00,-6.71890288E-01,+7.40650687E-01,+1.00000000E+00,+2.30755437E+00,-7.04029354E-01,+7.10170872E-01,+1.00000000E+00,+2.35185177E+00
+4.21000000E-01,+0.00000000E+00,-6.72429896E-01,+7.40160817E-01,+1.00000000E+00,+2.30828317E+00,-7.04662257E-01,+7.09542884E-01,+1.00000000E+00,+2.35274336E+00
+4.22000000E-01,+0.00000000E+00,-6.72970717E-01,+7.39669125E-01,+1.00000000E+00,+2.30901409E+00,-7.05296048E-01,+7.08912889E-01,+1.00000000E+00,+2.35363699E+00
+4.23000000E-01,+0.00000000E+00,-6.73512751E-01,+7.39175604E-01,+1.00000000E+00,+2.30974714E+00,-7.05930725E-01,+7.08280884E-01,+1.00000000E+00,+2.35453268E+00
+4.24000000E-01,+0.00000000E+00,-6.74055998E-01,+7.38680250E-01,+1.00000000E+00,+2.31048232E+00,-7.06566284E-01,+7.07646866E-01,+1.00000000E+00,+2.35543040E+00
+4.25000000E-01,+0.00000000E+00,-6.74600456E-01,+7.38183057E-01,+1.00000000E+00,+2.31121964E+00,-7.07202719E-01,+7.07010830E-01,+1.00000000E+00,+2.35633018E+00
+4.26000000E-01,+0.00000000E+00,-6.75146124E-01,+7.37684018E-01,+1.00000000E+00,+2.31195910E+00,-7.07840027E-01,+7.06372775E-01,+1.00000000E+00,+2.35723199E+00
+4.27000000E-01,+0.00000000E+00,-6.75693003E-01,+7.37183129E-01,+1.00000000E+00,+2.31270069E+00,-7.08478203E-01,+7.05732695E-01,+1.00000000E+00,+2.35813586E+00
+4.28000000E-01,+0.00000000E+00,-6.76241091E-01,+7.36680383E-01,+1.00000000E+00,+2.31344444E+00,-7.09117243E-01,+7.05090587E-01,+1.00000000E+00,+2.35904177E+00
+4.29000000E-01,+0.00000000E+00,-6.76790387E-01,+7.36175776E-01,+1.00000000E+00,+2.31419033E+00,-7.09757142E-01,+7.04446448E-01,+1.00000000E+00,+2.35994973E+00
+4.30000000E-01,+0.00000000E+00,-6.77340890E-01,+7.35669300E-01,+1.00000000E+00,+2.31493837E+00,-7.10397898E-01,+7.03800275E-01,+1.00000000E+00,+2.36085973E+00
+4.31000000E-01,+0.00000000E+00,-6.77892600E-01,+7.35160950E-01,+1.00000000E+00,+2.31568858E+00,-7.11039504E-01,+7.03152063E-01,+1.00000000E+00,+2.36177178E+00
+4.32000000E-01,+0.00000000E+00,-6.78445516E-01,+7.34650721E-01,+1.00000000E+00,+2.31644094E+00,-7.11681957E-01,+7.02501809E-01,+1.00000000E+00,+2.36268588E+00
+4.33000000E-01,+0.00000000E+00,-6.78999637E-01,+7.34138606E-01,+1.00000000E+00,+2.31719547E+00,-7.12325253E-01,+7.01849510E-01,+1.00000000E+00,+2.36360203E+00
+4.34000000E-01,+0.00000000E+00,-6.79554962E-01,+7.33624600E-01,+1.00000000E+00,+2.31795216E+00,-7.12969386E-01,+7.01195161E-01,+1.00000000E+00,+2.36452022E+00
+4.35000000E-01,+0.00000000E+00,-6.80111490E-01,+7.33108697E-01,+1.00000000E+00,+2.31871103E+00,-7.13614354E-01,+7.00538760E-01,+1.00000000E+00,+2.36544046E+00
+4.36000000E-01,+0.00000000E+00,-6.80669221E-01,+7.32590890E-01,+1.00000000E+00,+2.31947207E+00,-7.14260151E-01,+6.99880302E-01,+1.00000000E+00,+2.36636275E+00
+4.37000000E-01,+0.00000000E+00,-6.81228153E-01,+7.32071174E-01,+1.00000000E+00,+2.32023530E+00,-7.14906773E-01,+6.99219784E-01,+1.00000000E+00,+2.36728709E+00
+4.38000000E-01,+0.00000000E+00,-6.81788286E-01,+7.31549542E-01,+1.00000000E+00,+2.32100070E+00,-7.15554215E-01,+6.98557202E-01,+1.00000000E+00,+2.36821348E+00
+4.39000000E-01,+0.00000000E+00,-6.82349619E-01,+7.31025989E-01,+1.00000000E+00,+2.32176830E+00,-7.16202474E-01,+6.97892553E-01,+1.00000000E+00,+2.36914192E+00
+4.40000000E-01,+0.00000000E+00,-6.82912151E-01,+7.30500509E-01,+1.00000000E+00,+2.32253809E+00,-7.16851545E-01,+6.97225833E-01,+1.00000000E+00,+2.37007241E+00
+4.41000000E-01,+0.00000000E+00,-6.83475882E-01,+7.29973095E-01,+1.00000000E+00,+2.32331007E+00,-7.17501424E-01,+6.96557038E-01,+1.00000000E+00,+2.37100495E+00
+4.42000000E-01,+0.00000000E+00,-6.84040809E-01,+7.29443741E-01,+1.00000000E+00,+2.32408425E+00,-7.18152105E-01,+6.95886164E-01,+1.00000000E+00,+2.37193954E+00
+4.43000000E-01,+0.00000000E+00,-6.84606933E-01,+7.28912442E-01,+1.00000000E+00,+2.32486064E+00,-7.18803586E-01,+6.95213208E-01,+1.00000000E+00,+2.37287618E+00
+4.44000000E-01,+0.00000000E+00,-6.85174252E-01,+7.28379190E-01,+1.00000000E+00,+2.32563923E+00,-7.19455861E-01,+6.94538166E-01,+1.00000000E+00,+2.37381487E+00
+4.45000000E-01,+0.00000000E+00,-6.85742766E-01,+7.27843980E-01,+1.00000000E+00,+2.32642004E+00,-7.20108925E-01,+6.93861035E-01,+1.00000000E+00,+2.37475562E+00
+4.46000000E-01,+0.00000000E+00,-6.86312473E-01,+7.27306806E-01,+1.00000000E+00,+2.32720306E+00,-7.20762775E-01,+6.93181810E-01,+1.00000000E+00,+2.37569841E+00
+4.47000000E-01,+0.00000000E+00,-6.86883373E-01,+7.26767660E-01,+1.00000000E+00,+2.32798830E+00,-7.21417407E-01,+6.92500488E-01,+1.00000000E+00,+2.37664326E+00
+4.48000000E-01,+0.00000000E+00,-6.87455465E-01,+7.26226537E-01,+1.00000000E+00,+2.32877577E+00,-7.22072814E-01,+6.91817064E-01,+1.00000000E+00,+2.37759017E+00
+4.49000000E-01,+0.00000000E+00,-6.88028748E-01,+7.25683431E-01,+1.00000000E+00,+2.32956546E+00,-7.22728994E-01,+6.91131537E-01,+1.00000000E+00,+2.37853913E+00
+4.50000000E-01,+0.00000000E+00,-6.88603220E-01,+7.25138335E-01,+1.00000000E+00,+2.33035739E+00,-7.23385942E-01,+6.90443900E-01,+1.00000000E+00,+2.37949014E+00
+4.51000000E-01,+0.00000000E+00,-6.89178882E-01,+7.24591243E-01,+1.00000000E+00,+2.33115155E+00,-7.24043653E-01,+6.89754151E-01,+1.00000000E+00,+2.38044321E+00
+4.52000000E-01,+0.00000000E+00,-6.89755731E-01,+7.24042147E-01,+1.00000000E+00,+2.33194796E+00,-7.24702122E-01,+6.89062286E-01,+1.00000000E+00,+2.38139833E+00
+4.53000000E-01,+0.00000000E+00,-6.90333768E-01,+7.23491043E-01,+1.00000000E+00,+2.33274661E+00,-7.25361346E-01,+6.88368301E-01,+1.00000000E+00,+2.38235551E+00
+4.54000000E-01,+0.00000000E+00,-6.90912990E-01,+7.22937923E-01,+1.00000000E+00,+2.33354751E+00,-7.26021320E-01,+6.87672192E-01,+1.00000000E+00,+2.38331474E+00
+4.55000000E-01,+0.00000000E+00,-6.91493398E-01,+7.22382780E-01,+1.00000000E+00,+2.33435066E+00,-7.26682038E-01,+6.86973955E-01,+1.00000000E+00,+2.38427604E+00
+4.56000000E-01,+0.00000000E+00,-6.92074990E-01,+7.21825608E-01,+1.00000000E+00,+2.33515607E+00,-7.27343498E-01,+6.86273587E-01,+1.00000000E+00,+2.38523939E+00
+4.57000000E-01,+0.00000000E+00,-6.92657765E-01,+7.21266401E-01,+1.00000000E+00,+2.33596375E+00,-7.28005694E-01,+6.85571083E-01,+1.00000000E+00,+2.38620480E+00
+4.58000000E-01,+0.00000000E+00,-6.93241721E-01,+7.20705152E-01,+1.00000000E+00,+2.33677369E+00,-7.28668621E-01,+6.84866440E-01,+1.00000000E+00,+2.38717226E+00
+4.59000000E-01,+0.00000000E+00,-6.93826859E-01,+7.20141853E-01,+1.00000000E+00,+2.33758591E+00,-7.29332276E-01,+6.84159653E-01,+1.00000000E+00,+2.38814179E+00
+4.60000000E-01,+0.00000000E+00,-6.94413178E-01,+7.19576500E-01,+1.00000000E+00,+2.33840040E+00,-7.29996654E-01,+6.83450719E-01,+1.00000000E+00,+2.38911338E+00
+4.61000000E-01,+0.00000000E+00,-6.95000675E-01,+7.19009084E-01,+1.00000000E+00,+2.33921717E+00,-7.30661749E-01,+6.82739635E-01,+1.00000000E+00,+2.39008703E+00
+4.62000000E-01,+0.00000000E+00,-6.95589350E-01,+7.18439598E-01,+1.00000000E+00,+2.34003622E+00,-7.31327558E-01,+6.82026395E-01,+1.00000000E+00,+2.39106274E+00
+4.63000000E-01,+0.00000000E+00,-6.96179202E-01,+7.17868037E-01,+1.00000000E+00,+2.34085757E+00,-7.31994076E-01,+6.81310996E-01,+1.00000000E+00,+2.39204052E+00
+4.64000000E-01,+0.00000000E+00,-6.96770230E-01,+7.17294393E-01,+1.00000000E+00,+2.34168121E+00,-7.32661298E-01,+6.80593433E-01,+1.00000000E+00,+2.39302035E+00
+4.65000000E-01,+0.00000000E+00,-6.97362433E-01,+7.16718660E-01,+1.00000000E+00,+2.34250714E+00,-7.33329221E-01,+6.79873704E-01,+1.00000000E+00,+2.39400225E+00
+4.66000000E-01,+0.00000000E+00,-6.97955809E-01,+7.16140830E-01,+1.00000000E+00,+2.34333538E+00,-7.33997838E-01,+6.79151804E-01,+1.00000000E+00,+2.39498622E+00
+4.67000000E-01,+0.00000000E+00,-6.98550359E-01,+7.15560896E-01,+1.00000000E+00,+2.34416593E+00,-7.34667146E-01,+6.78427729E-01,+1.00000000E+00,+2.39597225E+00
+4.68000000E-01,+0.00000000E+00,-6.99146080E-01,+7.14978852E-01,+1.00000000E+00,+2.34499880E+00,-7.35337141E-01,+6.77701475E-01,+1.00000000E+00,+2.39696035E+00
+4.69000000E-01,+0.00000000E+00,-6.99742971E-01,+7.14394691E-01,+1.00000000E+00,+2.34583397E+00,-7.36007817E-01,+6.76973038E-01,+1.00000000E+00,+2.39795052E+00
+4.70000000E-01,+0.00000000E+00,-7.00341032E-01,+7.13808405E-01,+1.00000000E+00,+2.34667148E+00,-7.36679169E-01,+6.76242414E-01,+1.00000000E+00,+2.39894275E+00
+4.71000000E-01,+0.00000000E+00,-7.00940262E-01,+7.13219987E-01,+1.00000000E+00,+2.34751130E+00,-7.37351194E-01,+6.75509598E-01,+1.00000000E+00,+2.39993705E+00
+4.72000000E-01,+0.00000000E+00,-7.01540658E-01,+7.12629430E-01,+1.00000000E+00,+2.34835346E+00,-7.38023886E-01,+6.74774587E-01,+1.00000000E+00,+2.40093342E+00
+4.73000000E-01,+0.00000000E+00,-7.02142221E-01,+7.12036728E-01,+1.00000000E+00,+2.34919796E+00,-7.38697242E-01,+6.74037377E-01,+1.00000000E+00,+2.40193186E+00
+4.74000000E-01,+0.00000000E+00,-7.02744949E-01,+7.11441872E-01,+1.00000000E+00,+2.35004480E+00,-7.39371255E-01,+6.73297963E-01,+1.00000000E+00,+2.40293238E+00
+4.75000000E-01,+0.00000000E+00,-7.03348840E-01,+7.10844856E-01,+1.00000000E+00,+2.35089398E+00,-7.40045923E-01,+6.72556341E-01,+1.00000000E+00,+2.40393496E+00
+4.76000000E-01,+0.00000000E+00,-7.03953894E-01,+7.10245672E-01,+1.00000000E+00,+2.35174552E+00,-7.40721239E-01,+6.71812508E-01,+1.00000000E+00,+2.40493962E+00
+4.77000000E-01,+0.00000000E+00,-7.04560110E-01,+7.09644313E-01,+1.00000000E+00,+2.35259941E+00,-7.41397200E-01,+6.71066459E-01,+1.00000000E+00,+2.40594636E+00
+4.78000000E-01,+0.00000000E+00,-7.05167486E-01,+7.09040772E-01,+1.00000000E+00,+2.35345566E+00,-7.42073800E-01,+6.70318189E-01,+1.00000000E+00,+2.40695517E+00
+4.79000000E-01,+0.00000000E+00,-7.05776021E-01,+7.08435041E-01,+1.00000000E+00,+2.35431428E+00,-7.42751036E-01,+6.69567696E-01,+1.00000000E+00,+2.40796605E+00
+4.80000000E-01,+0.00000000E+00,-7.06385715E-01,+7.07827113E-01,+1.00000000E+00,+2.35517527E+00,-7.43428901E-01,+6.68814973E-01,+1.00000000E+00,+2.40897901E+00
+4.81000000E-01,+0.00000000E+00,-7.06996565E-01,+7.07216980E-01,+1.00000000E+00,+2.35603863E+00,-7.44107393E-01,+6.68060019E-01,+1.00000000E+00,+2.40999405E+00
+4.82000000E-01,+0.00000000E+00,-7.07608571E-01,+7.06604635E-01,+1.00000000E+00,+2.35690438E+00,-7.44786505E-01,+6.67302827E-01,+1.00000000E+00,+2.41101117E+00
+4.83000000E-01,+0.00000000E+00,-7.08221731E-01,+7.05990071E-01,+1.00000000E+00,+2.35777251E+00,-7.45466233E-01,+6.66543393E-01,+1.00000000E+00,+2.41203037E+00
+4.84000000E-01,+0.00000000E+00,-7.08836044E-01,+7.05373279E-01,+1.00000000E+00,+2.35864304E+00,-7.46146573E-01,+6.65781715E-01,+1.00000000E+00,+2.41305166E+00
+4.85000000E-01,+0.00000000E+00,-7.09451510E-01,+7.04754252E-01,+1.00000000E+00,+2.35951596E+00,-7.46827520E-01,+6.65017786E-01,+1.00000000E+00,+2.41407502E+00
+4.86000000E-01,+0.00000000E+00,-7.10068126E-01,+7.04132983E-01,+1.00000000E+00,+2.36039128E+00,-7.47509068E-01,+6.64251604E-01,+1.00000000E+00,+2.41510047E+00
+4.87000000E-01,+0.00000000E+00,-7.10685891E-01,+7.03509463E-01,+1.00000000E+00,+2.36126901E+00,-7.48191214E-01,+6.63483163E-01,+1.00000000E+00,+2.41612800E+00
+4.88000000E-01,+0.00000000E+00,-7.11304805E-01,+7.02883685E-01,+1.00000000E+00,+2.36214916E+00,-7.48873952E-01,+6.62712459E-01,+1.00000000E+00,+2.41715762E+00
+4.89000000E-01,+0.00000000E+00,-7.11924865E-01,+7.02255642E-01,+1.00000000E+00,+2.36303172E+00,-7.49557278E-01,+6.61939488E-01,+1.00000000E+00,+2.41818933E+00
+4.90000000E-01,+0.00000000E+00,-7.12546071E-01,+7.01625325E-01,+1.00000000E+00,+2.36391670E+00,-7.50241188E-01,+6.61164246E-01,+1.00000000E+00,+2.41922312E+00
+4.91000000E-01,+0.00000000E+00,-7.13168422E-01,+7.00992726E-01,+1.00000000E+00,+2.36480411E+00,-7.50925675E-01,+6.60386728E-01,+1.00000000E+00,+2.42025901E+00
+4.92000000E-01,+0.00000000E+00,-7.13791916E-01,+7.00357838E-01,+1.00000000E+00,+2.36569396E+00,-7.51610736E-01,+6.59606930E-01,+1.00000000E+00,+2.42129698E+00
+4.93000000E-01,+0.00000000E+00,-7.14416551E-01,+6.99720652E-01,+1.00000000E+00,+2.36658625E+00,-7.52296365E-01,+6.58824847E-01,+1.00000000E+00,+2.42233705E+00
+4.94000000E-01,+0.00000000E+00,-7.15042327E-01,+6.99081162E-01,+1.00000000E+00,+2.36748098E+00,-7.52982559E-01,+6.58040475E-01,+1.00000000E+00,+2.42337921E+00
+4.95000000E-01,+0.00000000E+00,-7.15669242E-01,+6.98439358E-01,+1.00000000E+00,+2.36837816E+00,-7.53669311E-01,+6.57253809E-01,+1.00000000E+00,+2.42442347E+00
+4.96000000E-01,+0.00000000E+00,-7.16297295E-01,+6.97795232E-01,+1.00000000E+00,+2.36927780E+00,-7.54356618E-01,+6.56464846E-01,+1.00000000E+00,+2.42546982E+00
+4.97000000E-01,+0.00000000E+00,-7.16926484E-01,+6.97148777E-01,+1.00000000E+00,+2.37017990E+00,-7.55044474E-01,+6.55673579E-01,+1.00000000E+00,+2.42651827E+00
+4.98000000E-01,+0.00000000E+00,-7.17556808E-01,+6.96499984E-01,+1.00000000E+00,+2.37108446E+00,-7.55732875E-01,+6.54880006E-01,+1.00000000E+00,+2.42756882E+00
+4.99000000E-01,+0.00000000E+00,-7.18188266E-01,+6.95848845E-01,+1.00000000E+00,+2.37199150E+00,-7.56421815E-01,+6.54084121E-01,+1.00000000E+00,+2.42862147E+00
+5.00000000E-01,+0.00000000E+00,-7.18820856E-01,+6.95195352E-01,+1.00000000E+00,+2.37290102E+00,-7.57111291E-01,+6.53285920E-01,+1.00000000E+00,+2.42967622E+00
+5.01000000E-01,+0.00000000E+00,-7.19454577E-01,+6.94539496E-01,+1.00000000E+00,+2.37381302E+00,-7.57801296E-01,+6.52485399E-01,+1.00000000E+00,+2.43073308E+00
+5.02000000E-01,+0.00000000E+00,-7.20089428E-01,+6.93881270E-01,+1.00000000E+00,+2.37472752E+00,-7.58491827E-01,+6.51682552E-01,+1.00000000E+00,+2.43179204E+00
+5.03000000E-01,+0.00000000E+00,-7.20725406E-01,+6.93220664E-01,+1.00000000E+00,+2.37564451E+00,-7.59182878E-01,+6.50877375E-01,+1.00000000E+00,+2.43285311E+00
+5.04000000E-01,+0.00000000E+00,-7.21362512E-01,+6.92557670E-01,+1.00000000E+00,+2.37656400E+00,-7.59874445E-01,+6.50069864E-01,+1.00000000E+00,+2.43391628E+00
+5.05000000E-01,+0.00000000E+00,-7.22000742E-01,+6.91892281E-01,+1.00000000E+00,+2.37748600E+00,-7.60566523E-01,+6.49260013E-01,+1.00000000E+00,+2.43498156E+00
+5.06000000E-01,+0.00000000E+00,-7.22640096E-01,+6.91224487E-01,+1.00000000E+00,+2.37841051E+00,-7.61259106E-01,+6.48447819E-01,+1.00000000E+00,+2.43604896E+00
+5.07000000E-01,+0.00000000E+00,-7.23280573E-01,+6.90554279E-01,+1.00000000E+00,+2.37933754E+00,-7.61952190E-01,+6.47633276E-01,+1.00000000E+00,+2.43711846E+00
+5.08000000E-01,+0.00000000E+00,-7.23922171E-01,+6.89881650E-01,+1.00000000E+00,+2.38026710E+00,-7.62645770E-01,+6.46816380E-01,+1.00000000E+00,+2.43819009E+00
+5.09000000E-01,+0.00000000E+00,-7.24564887E-01,+6.89206590E-01,+1.00000000E+00,+2.38119919E+00,-7.63339841E-01,+6.45997126E-01,+1.00000000E+00,+2.43926382E+00
+5.10000000E-01,+0.00000000E+00,-7.25208722E-01,+6.88529091E-01,+1.00000000E+00,+2.38213381E+00,-7.64034399E-01,+6.45175509E-01,+1.00000000E+00,+2.44033968E+00
+5.11000000E-01,+0.00000000E+00,-7.25853673E-01,+6.87849144E-01,+1.00000000E+00,+2.38307099E+00,-7.64729437E-01,+6.44351525E-01,+1.00000000E+00,+2.44141765E+00
+5.12000000E-01,+0.00000000E+00,-7.26499739E-01,+6.87166740E-01,+1.00000000E+00,+2.38401071E+00,-7.65424952E-01,+6.43525169E-01,+1.00000000E+00,+2.44249775E+00
+5.13000000E-01,+0.00000000E+00,-7.27146918E-01,+6.86481871E-01,+1.00000000E+00,+2.38495298E+00,-7.66120939E-01,+6.42696435E-01,+1.00000000E+00,+2.44357997E+00
+5.14000000E-01,+0.00000000E+00,-7.27795209E-01,+6.85794527E-01,+1.00000000E+00,+2.38589783E+00,-7.66817391E-01,+6.41865320E-01,+1.00000000E+00,+2.44466431E+00
+5.15000000E-01,+0.00000000E+00,-7.28444611E-01,+6.85104700E-01,+1.00000000E+00,+2.38684523E+00,-7.67514306E-01,+6.41031817E-01,+1.00000000E+00,+2.44575078E+00
+5.16000000E-01,+0.00000000E+00,-7.29095120E-01,+6.84412380E-01,+1.00000000E+00,+2.38779522E+00,-7.68211676E-01,+6.40195923E-01,+1.00000000E+00,+2.44683938E+00
+5.17000000E-01,+0.00000000E+00,-7.29746737E-01,+6.83717558E-01,+1.00000000E+00,+2.38874778E+00,-7.68909499E-01,+6.39357633E-01,+1.00000000E+00,+2.44793010E+00
+5.18000000E-01,+0.00000000E+00,-7.30399460E-01,+6.83020226E-01,+1.00000000E+00,+2.38970294E+00,-7.69607768E-01,+6.38516941E-01,+1.00000000E+00,+2.44902296E+00
+5.19000000E-01,+0.00000000E+00,-7.31053286E-01,+6.82320374E-01,+1.00000000E+00,+2.39066069E+00,-7.70306478E-01,+6.37673843E-01,+1.00000000E+00,+2.45011796E+00
+5.20000000E-01,+0.00000000E+00,-7.31708214E-01,+6.81617993E-01,+1.00000000E+00,+2.39162104E+00,-7.71005625E-01,+6.36828333E-01,+1.00000000E+00,+2.45121509E+00
+5.21000000E-01,+0.00000000E+00,-7.32364244E-01,+6.80913074E-01,+1.00000000E+00,+2.39258399E+00,-7.71705204E-01,+6.35980407E-01,+1.00000000E+00,+2.45231436E+00
