s,n,Re(f_ibc0.tm),Im(f_ibc0.tm),Abs(f_ibc0.tm),Arg(f_ibc0.tm),Re(f_ibc0.te),Im(f_ibc0.te),Abs(f_ibc0.te),Arg(f_ibc0.te)
+2.90000000E-01,+1.00000000E+00,-4.57399998E-02,-1.22182763E-01,+1.30463693E-01,-1.92900335E+00,-3.46242631E-01,+3.46277879E-01,+4.89685950E-01,+2.35614359E+00
+3.00000000E-01,+1.00000000E+00,-4.61808822E-02,-1.20350368E-01,+1.28906497E-01,-1.93719021E+00,-3.45549324E-01,+3.45328087E-01,+4.88524127E-01,+2.35651472E+00
+3.10000000E-01,+1.00000000E+00,-4.66469110E-02,-1.18444102E-01,+1.27298624E-01,-1.94597296E+00,-3.44827266E-01,+3.44342308E-01,+4.87316600E-01,+2.35689817E+00
+3.20000000E-01,+1.00000000E+00,-4.71391871E-02,-1.16462935E-01,+1.25641228E-01,-1.95539682E+00,-3.44075860E-01,+3.43320213E-01,+4.86062719E-01,+2.35729378E+00
+3.30000000E-01,+1.00000000E+00,-4.76588570E-02,-1.14405833E-01,+1.23935714E-01,-1.96551118E+00,-3.43294481E-01,+3.42261472E-01,+4.84761813E-01,+2.35770131E+00
+3.40000000E-01,+1.00000000E+00,-4.82071128E-02,-1.12271758E-01,+1.22183768E-01,-1.97637001E+00,-3.42482468E-01,+3.41165754E-01,+4.83413190E-01,+2.35812050E+00
+3.50000000E-01,+1.00000000E+00,-4.87851915E-02,-1.10059675E-01,+1.20387404E-01,-1.98803221E+00,-3.41639130E-01,+3.40032730E-01,+4.82016133E-01,+2.35855104E+00
+3.60000000E-01,+1.00000000E+00,-4.93943748E-02,-1.07768556E-01,+1.18549002E-01,-2.00056208E+00,-3.40763740E-01,+3.38862073E-01,+4.80569902E-01,+2.35899259E+00
+3.70000000E-01,+1.00000000E+00,-5.00359882E-02,-1.05397382E-01,+1.16671369E-01,-2.01402968E+00,-3.39855538E-01,+3.37653460E-01,+4.79073737E-01,+2.35944473E+00
+3.80000000E-01,+1.00000000E+00,-5.07113997E-02,-1.02945149E-01,+1.14757787E-01,-2.02851127E+00,-3.38913726E-01,+3.36406574E-01,+4.77526854E-01,+2.35990701E+00
+3.90000000E-01,+1.00000000E+00,-5.14220184E-02,-1.00410872E-01,+1.12812088E-01,-2.04408972E+00,-3.37937469E-01,+3.35121104E-01,+4.75928448E-01,+2.36037889E+00
+4.00000000E-01,+1.00000000E+00,-5.21692926E-02,-9.77935937E-02,+1.10838721E-01,-2.06085483E+00,-3.36925896E-01,+3.33796749E-01,+4.74277692E-01,+2.36085979E+00
+4.10000000E-01,+1.00000000E+00,-5.29547078E-02,-9.50923837E-02,+1.08842834E-01,-2.07890362E+00,-3.35878096E-01,+3.32433218E-01,+4.72573740E-01,+2.36134904E+00
+4.20000000E-01,+1.00000000E+00,-5.37797833E-02,-9.23063496E-02,+1.06830367E-01,-2.09834047E+00,-3.34793115E-01,+3.31030231E-01,+4.70815722E-01,+2.36184590E+00
+4.30000000E-01,+1.00000000E+00,-5.46460694E-02,-8.94346403E-02,+1.04808147E-01,-2.11927707E+00,-3.33669961E-01,+3.29587524E-01,+4.69002750E-01,+2.36234954E+00
+4.40000000E-01,+1.00000000E+00,-5.55551433E-02,-8.64764527E-02,+1.02784001E-01,-2.14183213E+00,-3.32507601E-01,+3.28104849E-01,+4.67133917E-01,+2.36285904E+00
+4.50000000E-01,+1.00000000E+00,-5.65086046E-02,-8.34310383E-02,+1.00766862E-01,-2.16613065E+00,-3.31304954E-01,+3.26581974E-01,+4.65208296E-01,+2.36337338E+00
+4.60000000E-01,+1.00000000E+00,-5.75080702E-02,-8.02977097E-02,+9.87668989E-02,-2.19230277E+00,-3.30060901E-01,+3.25018689E-01,+4.63224942E-01,+2.36389144E+00
+4.70000000E-01,+1.00000000E+00,-5.85551679E-02,-7.70758472E-02,+9.67956296E-02,-2.22048191E+00,-3.28774273E-01,+3.23414807E-01,+4.61182892E-01,+2.36441196E+00
+4.80000000E-01,+1.00000000E+00,-5.96515302E-02,-7.37649062E-02,+9.48660447E-02,-2.25080206E+00,-3.27443859E-01,+3.21770164E-01,+4.59081168E-01,+2.36493360E+00
+4.90000000E-01,+1.00000000E+00,-6.07987860E-02,-7.03644243E-02,+9.29927125E-02,-2.28339410E+00,-3.26068400E-01,+3.20084623E-01,+4.56918775E-01,+2.36545484E+00
+5.00000000E-01,+1.00000000E+00,-6.19985526E-02,-6.68740282E-02,+9.11918646E-02,-2.31838077E+00,-3.24646588E-01,+3.18358076E-01,+4.54694701E-01,+2.36597406E+00
+5.10000000E-01,+1.00000000E+00,-6.32524252E-02,-6.32934418E-02,+8.94814454E-02,-2.35587037E+00,-3.23177070E-01,+3.16590445E-01,+4.52407923E-01,+2.36648947E+00
+5.20000000E-01,+1.00000000E+00,-6.45619669E-02,-5.96224932E-02,+8.78811087E-02,-2.39594883E+00,-3.21658442E-01,+3.14781688E-01,+4.50057401E-01,+2.36699910E+00
+5.30000000E-01,+1.00000000E+00,-6.59286959E-02,-5.58611222E-02,+8.64121399E-02,-2.43867048E+00,-3.20089249E-01,+3.12931794E-01,+4.47642084E-01,+2.36750083E+00
+5.40000000E-01,+1.00000000E+00,-6.73540729E-02,-5.20093880E-02,+8.50972830E-02,-2.48404755E+00,-3.18467987E-01,+3.11040792E-01,+4.45160908E-01,+2.36799234E+00
+5.50000000E-01,+1.00000000E+00,-6.88394858E-02,-4.80674765E-02,+8.39604496E-02,-2.53203917E+00,-3.16793100E-01,+3.09108750E-01,+4.42612796E-01,+2.36847112E+00
+5.60000000E-01,+1.00000000E+00,-7.03862342E-02,-4.40357073E-02,+8.30262939E-02,-2.58254076E+00,-3.15062976E-01,+3.07135773E-01,+4.39996661E-01,+2.36893443E+00
+5.70000000E-01,+1.00000000E+00,-7.19955109E-02,-3.99145412E-02,+8.23196464E-02,-2.63537516E+00,-3.13275952E-01,+3.05122013E-01,+4.37311405E-01,+2.36937931E+00
+5.80000000E-01,+1.00000000E+00,-7.36683834E-02,-3.57045865E-02,+8.18648167E-02,-2.69028704E+00,-3.11430307E-01,+3.03067663E-01,+4.34555916E-01,+2.36980255E+00
+5.90000000E-01,+1.00000000E+00,-7.54057720E-02,-3.14066061E-02,+8.16847927E-02,-2.74694240E+00,-3.09524263E-01,+3.00972959E-01,+4.31729072E-01,+2.37020069E+00
+6.00000000E-01,+1.00000000E+00,-7.72084270E-02,-2.70215229E-02,+8.18003906E-02,-2.80493429E+00,-3.07555983E-01,+2.98838185E-01,+4.28829737E-01,+2.37056995E+00
+6.10000000E-01,+1.00000000E+00,-7.90769040E-02,-2.25504260E-02,+8.22294257E-02,-2.86379551E+00,-3.05523566E-01,+2.96663668E-01,+4.25856762E-01,+2.37090629E+00
+6.20000000E-01,+1.00000000E+00,-8.10115360E-02,-1.79945757E-02,+8.29859850E-02,-2.92301767E+00,-3.03425047E-01,+2.94449781E-01,+4.22808979E-01,+2.37120531E+00
+6.30000000E-01,+1.00000000E+00,-8.30124043E-02,-1.33554082E-02,+8.40798798E-02,-2.98207510E+00,-3.01258390E-01,+2.92196941E-01,+4.19685203E-01,+2.37146227E+00
+6.40000000E-01,+1.00000000E+00,-8.50793064E-02,-8.63453927E-03,+8.55163356E-02,-3.04045083E+00,-2.99021485E-01,+2.89905609E-01,+4.16484227E-01,+2.37167204E+00
+6.50000000E-01,+1.00000000E+00,-8.72117213E-02,-3.83376839E-03,+8.72959456E-02,-3.09766161E+00,-2.96712144E-01,+2.87576286E-01,+4.13204812E-01,+2.37182909E+00
+6.60000000E-01,+1.00000000E+00,-8.94087716E-02,+1.04491904E-03,+8.94148774E-02,+3.12990620E+00,-2.94328091E-01,+2.85209511E-01,+4.09845691E-01,+2.37192742E+00
+6.70000000E-01,+1.00000000E+00,-9.16691830E-02,+5.99934931E-03,+9.18652889E-02,+3.07624020E+00,-2.91866952E-01,+2.82805859E-01,+4.06405550E-01,+2.37196058E+00
+6.80000000E-01,+1.00000000E+00,-9.39912394E-02,+1.10271588E-02,+9.46358881E-02,+3.02480540E+00,-2.89326250E-01,+2.80365931E-01,+4.02883028E-01,+2.37192154E+00
+6.90000000E-01,+1.00000000E+00,-9.63727353E-02,+1.61257927E-02,+9.77125647E-02,+2.97580123E+00,-2.86703386E-01,+2.77890357E-01,+3.99276699E-01,+2.37180273E+00
+7.00000000E-01,+1.00000000E+00,-9.88109222E-02,+2.12925048E-02,+1.01079024E-01,+2.92935071E+00,-2.83995628E-01,+2.75379777E-01,+3.95585058E-01,+2.37159590E+00
+7.10000000E-01,+1.00000000E+00,-1.01302451E-01,+2.65243562E-02,+1.04717372E-01,+2.88550814E+00,-2.81200086E-01,+2.72834844E-01,+3.91806509E-01,+2.37129211E+00
+7.20000000E-01,+1.00000000E+00,-1.03843309E-01,+3.18182153E-02,+1.08608617E-01,+2.84426918E+00,-2.78313694E-01,+2.70256204E-01,+3.87939336E-01,+2.37088161E+00
+7.30000000E-01,+1.00000000E+00,-1.06428747E-01,+3.71707563E-02,+1.12733062E-01,+2.80558182E+00,-2.75333179E-01,+2.67644486E-01,+3.83981679E-01,+2.37035378E+00
+7.40000000E-01,+1.00000000E+00,-1.09053204E-01,+4.25784573E-02,+1.17070604E-01,+2.76935692E+00,-2.72255023E-01,+2.65000288E-01,+3.79931507E-01,+2.36969700E+00
+7.50000000E-01,+1.00000000E+00,-1.11710215E-01,+4.80375972E-02,+1.21600917E-01,+2.73547794E+00,-2.69075424E-01,+2.62324157E-01,+3.75786572E-01,+2.36889850E+00
+7.60000000E-01,+1.00000000E+00,-1.14392314E-01,+5.35442487E-02,+1.26303555E-01,+2.70380916E+00,-2.65790244E-01,+2.59616565E-01,+3.71544364E-01,+2.36794423E+00
+7.70000000E-01,+1.00000000E+00,-1.17090916E-01,+5.90942699E-02,+1.31157979E-01,+2.67420243E+00,-2.62394938E-01,+2.56877885E-01,+3.67202058E-01,+2.36681867E+00
+7.80000000E-01,+1.00000000E+00,-1.19796187E-01,+6.46832888E-02,+1.36143506E-01,+2.64650238E+00,-2.58884482E-01,+2.54108354E-01,+3.62756434E-01,+2.36550454E+00
+7.90000000E-01,+1.00000000E+00,-1.22496887E-01,+7.03066822E-02,+1.41239219E-01,+2.62055033E+00,-2.55253269E-01,+2.51308039E-01,+3.58203799E-01,+2.36398259E+00
+8.00000000E-01,+1.00000000E+00,-1.25180185E-01,+7.59595443E-02,+1.46423807E-01,+2.59618694E+00,-2.51494989E-01,+2.48476781E-01,+3.53539871E-01,+2.36223117E+00
+8.10000000E-01,+1.00000000E+00,-1.27831441E-01,+8.16366422E-02,+1.51675373E-01,+2.57325393E+00,-2.47602476E-01,+2.45614139E-01,+3.48759647E-01,+2.36022583E+00
+8.20000000E-01,+1.00000000E+00,-1.30433932E-01,+8.73323530E-02,+1.56971177E-01,+2.55159489E+00,-2.43567509E-01,+2.42719311E-01,+3.43857231E-01,+2.35793872E+00
+8.30000000E-01,+1.00000000E+00,-1.32968522E-01,+9.30405768E-02,+1.62287328E-01,+2.53105543E+00,-2.39380570E-01,+2.39791035E-01,+3.38825615E-01,+2.35533788E+00
+8.40000000E-01,+1.00000000E+00,-1.35413243E-01,+9.87546137E-02,+1.67598390E-01,+2.51148262E+00,-2.35030517E-01,+2.36827462E-01,+3.33656396E-01,+2.35238628E+00
+8.50000000E-01,+1.00000000E+00,-1.37742762E-01,+1.04466994E-01,+1.72876896E-01,+2.49272390E+00,-2.30504174E-01,+2.33825990E-01,+3.28339409E-01,+2.34904062E+00
+8.60000000E-01,+1.00000000E+00,-1.39927686E-01,+1.10169236E-01,+1.78092723E-01,+2.47462534E+00,-2.25785770E-01,+2.30783034E-01,+3.22862235E-01,+2.34524967E+00
+8.70000000E-01,+1.00000000E+00,-1.41933645E-01,+1.15851511E-01,+1.83212260E-01,+2.45702914E+00,-2.20856191E-01,+2.27693721E-01,+3.17209532E-01,+2.34095204E+00
+8.80000000E-01,+1.00000000E+00,-1.43720046E-01,+1.21502149E-01,+1.88197300E-01,+2.43977024E+00,-2.15691955E-01,+2.24551449E-01,+3.11362125E-01,+2.33607313E+00
+8.90000000E-01,+1.00000000E+00,-1.45238348E-01,+1.27106931E-01,+1.93003497E-01,+2.42267150E+00,-2.10263762E-01,+2.21347262E-01,+3.05295693E-01,+2.33052076E+00
+9.00000000E-01,+1.00000000E+00,-1.46429605E-01,+1.32648019E-01,+1.97578153E-01,+2.40553703E+00,-2.04534397E-01,+2.18068913E-01,+2.98978880E-01,+2.32417891E+00
+9.10000000E-01,+1.00000000E+00,-1.47220840E-01,+1.38102320E-01,+2.01856946E-01,+2.38814218E+00,-1.98455604E-01,+2.14699432E-01,+2.92370438E-01,+2.31689819E+00
+9.20000000E-01,+1.00000000E+00,-1.47519506E-01,+1.43438866E-01,+2.05758871E-01,+2.37021839E+00,-1.91963245E-01,+2.11214816E-01,+2.85414761E-01,+2.30848118E+00
+9.30000000E-01,+1.00000000E+00,-1.47204619E-01,+1.48614448E-01,+2.09178044E-01,+2.35142868E+00,-1.84969428E-01,+2.07580163E-01,+2.78034555E-01,+2.29865837E+00
+9.40000000E-01,+1.00000000E+00,-1.46111719E-01,+1.53565897E-01,+2.11969619E-01,+2.33132563E+00,-1.77348997E-01,+2.03742755E-01,+2.70118080E-01,+2.28704663E+00
+9.50000000E-01,+1.00000000E+00,-1.44005421E-01,+1.58195365E-01,+2.13923666E-01,+2.30927360E+00,-1.68914516E-01,+1.99618715E-01,+2.61495210E-01,+2.27307186E+00
+9.60000000E-01,+1.00000000E+00,-1.40524234E-01,+1.62339311E-01,+2.14711695E-01,+2.28428928E+00,-1.59365273E-01,+1.95064515E-01,+2.51887783E-01,+2.25581002E+00
+9.70000000E-01,+1.00000000E+00,-1.35053224E-01,+1.65693097E-01,+2.13760557E-01,+2.25466533E+00,-1.48167931E-01,+1.89806715E-01,+2.40791040E-01,+2.23361130E+00
+9.80000000E-01,+1.00000000E+00,-1.26361037E-01,+1.67582356E-01,+2.09883200E-01,+2.21686751E+00,-1.34211300E-01,+1.83225644E-01,+2.27121794E-01,+2.20299777E+00
+9.90000000E-01,+1.00000000E+00,-1.11073275E-01,+1.65918786E-01,+1.99665510E-01,+2.16071898E+00,-1.14331626E-01,+1.73350720E-01,+2.07658837E-01,+2.15384841E+00
+1.00000000E+00,+1.00000000E+00,-1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+3.14159265E+00,+1.00000000E+00,+0.00000000E+00,+1.00000000E+00,+0.00000000E+00
+0.00000000E+00,+2.00000000E+00,-7.32606299E-04,-1.14135282E-02,+1.14370162E-02,-1.63489593E+00,-1.11319254E-01,-2.53494275E-03,+1.11348112E-01,-3.11882476E+00
+1.00000000E-02,+2.00000000E+00,-7.43545633E-04,-1.14120969E-02,+1.14362938E-02,-1.63585853E+00,-1.11309067E-01,-2.53530446E-03,+1.11337937E-01,-3.11881943E+00
+2.00000000E-02,+2.00000000E+00,-7.76351730E-04,-1.14078040E-02,+1.14341905E-02,-1.63874600E+00,-1.11278508E-01,-2.53638951E-03,+1.11307411E-01,-3.11880343E+00
+3.00000000E-02,+2.00000000E+00,-8.30988872E-04,-1.14006525E-02,+1.14308976E-02,-1.64355724E+00,-1.11227579E-01,-2.53819766E-03,+1.11256536E-01,-3.11877675E+00
+4.00000000E-02,+2.00000000E+00,-9.07397528E-04,-1.13906477E-02,+1.14267329E-02,-1.65029008E+00,-1.11156280E-01,-2.54072849E-03,+1.11185314E-01,-3.11873937E+00
+5.00000000E-02,+2.00000000E+00,-1.00549436E-03,-1.13777967E-02,+1.14221397E-02,-1.65894072E+00,-1.11064617E-01,-2.54398145E-03,+1.11093748E-01,-3.11869124E+00
+6.00000000E-02,+2.00000000E+00,-1.12517220E-03,-1.13621088E-02,+1.14176849E-02,-1.66950297E+00,-1.10952592E-01,-2.54795578E-03,+1.10981844E-01,-3.11863232E+00
+7.00000000E-02,+2.00000000E+00,-1.26630011E-03,-1.13435952E-02,+1.14140557E-02,-1.68196735E+00,-1.10820210E-01,-2.55265058E-03,+1.10849605E-01,-3.11856256E+00
+8.00000000E-02,+2.00000000E+00,-1.42872329E-03,-1.13222692E-02,+1.14120564E-02,-1.69631990E+00,-1.10667478E-01,-2.55806477E-03,+1.10697039E-01,-3.11848190E+00
+9.00000000E-02,+2.00000000E+00,-1.61226316E-03,-1.12981461E-02,+1.14126026E-02,-1.71254091E+00,-1.10494401E-01,-2.56419709E-03,+1.10524151E-01,-3.11839024E+00
+1.00000000E-01,+2.00000000E+00,-1.81671733E-03,-1.12712430E-02,+1.14167149E-02,-1.73060351E+00,-1.10300988E-01,-2.57104611E-03,+1.10330948E-01,-3.11828751E+00
+1.10000000E-01,+2.00000000E+00,-2.04185957E-03,-1.12415789E-02,+1.14255104E-02,-1.75047210E+00,-1.10087245E-01,-2.57861020E-03,+1.10117440E-01,-3.11817360E+00
+1.20000000E-01,+2.00000000E+00,-2.28743985E-03,-1.12091750E-02,+1.14401917E-02,-1.77210086E+00,-1.09853180E-01,-2.58688754E-03,+1.09883635E-01,-3.11804841E+00
+1.30000000E-01,+2.00000000E+00,-2.55318431E-03,-1.11740539E-02,+1.14620343E-02,-1.79543221E+00,-1.09598803E-01,-2.59587612E-03,+1.09629541E-01,-3.11791182E+00
+1.40000000E-01,+2.00000000E+00,-2.83879526E-03,-1.11362404E-02,+1.14923717E-02,-1.82039554E+00,-1.09324122E-01,-2.60557371E-03,+1.09355167E-01,-3.11776369E+00
+1.50000000E-01,+2.00000000E+00,-3.14395117E-03,-1.10957607E-02,+1.15325771E-02,-1.84690605E+00,-1.09029146E-01,-2.61597785E-03,+1.09060525E-01,-3.11760388E+00
+1.60000000E-01,+2.00000000E+00,-3.46830664E-03,-1.10526430E-02,+1.15840437E-02,-1.87486405E+00,-1.08713885E-01,-2.62708587E-03,+1.08745622E-01,-3.11743222E+00
+1.70000000E-01,+2.00000000E+00,-3.81149243E-03,-1.10069170E-02,+1.16481628E-02,-1.90415468E+00,-1.08378347E-01,-2.63889485E-03,+1.08410469E-01,-3.11724855E+00
+1.80000000E-01,+2.00000000E+00,-4.17311539E-03,-1.09586141E-02,+1.17263002E-02,-1.93464820E+00,-1.08022542E-01,-2.65140161E-03,+1.08055076E-01,-3.11705269E+00
+1.90000000E-01,+2.00000000E+00,-4.55275845E-03,-1.09077673E-02,+1.18197714E-02,-1.96620092E+00,-1.07646478E-01,-2.66460269E-03,+1.07679451E-01,-3.11684443E+00
+2.00000000E-01,+2.00000000E+00,-4.94998062E-03,-1.08544110E-02,+1.19298175E-02,-1.99865680E+00,-1.07250163E-01,-2.67849434E-03,+1.07283605E-01,-3.11662358E+00
+2.10000000E-01,+2.00000000E+00,-5.36431689E-03,-1.07985811E-02,+1.20575806E-02,-2.03184960E+00,-1.06833606E-01,-2.69307250E-03,+1.06867544E-01,-3.11638989E+00
+2.20000000E-01,+2.00000000E+00,-5.79527827E-03,-1.07403149E-02,+1.22040819E-02,-2.06560574E+00,-1.06396812E-01,-2.70833274E-03,+1.06431277E-01,-3.11614313E+00
+2.30000000E-01,+2.00000000E+00,-6.24235168E-03,-1.06796511E-02,+1.23702022E-02,-2.09974747E+00,-1.05939787E-01,-2.72427032E-03,+1.05974809E-01,-3.11588305E+00
+2.40000000E-01,+2.00000000E+00,-6.70499989E-03,-1.06166296E-02,+1.25566655E-02,-2.13409644E+00,-1.05462537E-01,-2.74088006E-03,+1.05498148E-01,-3.11560937E+00
+2.50000000E-01,+2.00000000E+00,-7.18266151E-03,-1.05512917E-02,+1.27640269E-02,-2.16847722E+00,-1.04965064E-01,-2.75815636E-03,+1.05001296E-01,-3.11532180E+00
+2.60000000E-01,+2.00000000E+00,-7.67475086E-03,-1.04836796E-02,+1.29926648E-02,-2.20272087E+00,-1.04447370E-01,-2.77609317E-03,+1.04484256E-01,-3.11502004E+00
+2.70000000E-01,+2.00000000E+00,-8.18065788E-03,-1.04138367E-02,+1.32427776E-02,-2.23666804E+00,-1.03909455E-01,-2.79468394E-03,+1.03947030E-01,-3.11470376E+00
+2.80000000E-01,+2.00000000E+00,-8.69974808E-03,-1.03418077E-02,+1.35143851E-02,-2.27017173E+00,-1.03351316E-01,-2.81392154E-03,+1.03389616E-01,-3.11437262E+00
+2.90000000E-01,+2.00000000E+00,-9.23136237E-03,-1.02676380E-02,+1.38073329E-02,-2.30309938E+00,-1.02772949E-01,-2.83379829E-03,+1.02812010E-01,-3.11402625E+00
+3.00000000E-01,+2.00000000E+00,-9.77481699E-03,-1.01913740E-02,+1.41213013E-02,-2.33533440E+00,-1.02174347E-01,-2.85430582E-03,+1.02214208E-01,-3.11366428E+00
+3.10000000E-01,+2.00000000E+00,-1.03294033E-02,-1.01130631E-02,+1.44558160E-02,-2.36677698E+00,-1.01555501E-01,-2.87543507E-03,+1.01596200E-01,-3.11328629E+00
+3.20000000E-01,+2.00000000E+00,-1.08943877E-02,-1.00327532E-02,+1.48102606E-02,-2.39734431E+00,-1.00916397E-01,-2.89717620E-03,+1.00957975E-01,-3.11289186E+00
+3.30000000E-01,+2.00000000E+00,-1.14690113E-02,-9.95049347E-03,+1.51838908E-02,-2.42697024E+00,-1.00257019E-01,-2.91951854E-03,+1.00299519E-01,-3.11248054E+00
+3.40000000E-01,+2.00000000E+00,-1.20524900E-02,-9.86633329E-03,+1.55758482E-02,-2.45560450E+00,-9.95773478E-02,-2.94245047E-03,+9.96208121E-02,-3.11205185E+00
+3.50000000E-01,+2.00000000E+00,-1.26440141E-02,-9.78032295E-03,+1.59851746E-02,-2.48321159E+00,-9.88773594E-02,-2.96595940E-03,+9.89218334E-02,-3.11160530E+00
+3.60000000E-01,+2.00000000E+00,-1.32427478E-02,-9.69251324E-03,+1.64108251E-02,-2.50976935E+00,-9.81570260E-02,-2.99003160E-03,+9.82025562E-02,-3.11114035E+00
+3.70000000E-01,+2.00000000E+00,-1.38478295E-02,-9.60295550E-03,+1.68516805E-02,-2.53526751E+00,-9.74163151E-02,-3.01465218E-03,+9.74629498E-02,-3.11065646E+00
+3.80000000E-01,+2.00000000E+00,-1.44583710E-02,-9.51170155E-03,+1.73065583E-02,-2.55970610E+00,-9.66551893E-02,-3.03980491E-03,+9.67029784E-02,-3.11015302E+00
+3.90000000E-01,+2.00000000E+00,-1.50734576E-02,-9.41880359E-03,+1.77742225E-02,-2.58309388E+00,-9.58736061E-02,-3.06547215E-03,+9.59226015E-02,-3.10962944E+00
+4.00000000E-01,+2.00000000E+00,-1.56921474E-02,-9.32431422E-03,+1.82533922E-02,-2.60544688E+00,-9.50715173E-02,-3.09163469E-03,+9.51217725E-02,-3.10908507E+00
+4.10000000E-01,+2.00000000E+00,-1.63134711E-02,-9.22828630E-03,+1.87427481E-02,-2.62678700E+00,-9.42488686E-02,-3.11827161E-03,+9.43004393E-02,-3.10851921E+00
+4.20000000E-01,+2.00000000E+00,-1.69364315E-02,-9.13077293E-03,+1.92409388E-02,-2.64714078E+00,-9.34055996E-02,-3.14536017E-03,+9.34585434E-02,-3.10793116E+00
+4.30000000E-01,+2.00000000E+00,-1.75600031E-02,-9.03182738E-03,+1.97465849E-02,-2.66653827E+00,-9.25416429E-02,-3.17287555E-03,+9.25960194E-02,-3.10732016E+00
+4.40000000E-01,+2.00000000E+00,-1.81831317E-02,-8.93150302E-03,+2.02582828E-02,-2.68501207E+00,-9.16569240E-02,-3.20079079E-03,+9.17127951E-02,-3.10668541E+00
+4.50000000E-01,+2.00000000E+00,-1.88047337E-02,-8.82985325E-03,+2.07746075E-02,-2.70259646E+00,-9.07513607E-02,-3.22907646E-03,+9.08087904E-02,-3.10602608E+00
+4.60000000E-01,+2.00000000E+00,-1.94236956E-02,-8.72693141E-03,+2.12941138E-02,-2.71932678E+00,-8.98248629E-02,-3.25770058E-03,+8.98839174E-02,-3.10534129E+00
+4.70000000E-01,+2.00000000E+00,-2.00388733E-02,-8.62279068E-03,+2.18153378E-02,-2.73523876E+00,-8.88773317E-02,-3.28662826E-03,+8.89380797E-02,-3.10463012E+00
+4.80000000E-01,+2.00000000E+00,-2.06490918E-02,-8.51748405E-03,+2.23367976E-02,-2.75036810E+00,-8.79086593E-02,-3.31582154E-03,+8.79711717E-02,-3.10389159E+00
+4.90000000E-01,+2.00000000E+00,-2.12531438E-02,-8.41106414E-03,+2.28569928E-02,-2.76475004E+00,-8.69187285E-02,-3.34523907E-03,+8.69830787E-02,-3.10312466E+00
+5.00000000E-01,+2.00000000E+00,-2.18497894E-02,-8.30358312E-03,+2.33744046E-02,-2.77841912E+00,-8.59074117E-02,-3.37483584E-03,+8.59736756E-02,-3.10232827E+00
+5.10000000E-01,+2.00000000E+00,-2.24377554E-02,-8.19509257E-03,+2.38874949E-02,-2.79140891E+00,-8.48745709E-02,-3.40456281E-03,+8.49428269E-02,-3.10150128E+00
+5.20000000E-01,+2.00000000E+00,-2.30157339E-02,-8.08564334E-03,+2.43947050E-02,-2.80375182E+00,-8.38200571E-02,-3.43436660E-03,+8.38903859E-02,-3.10064247E+00
+5.30000000E-01,+2.00000000E+00,-2.35823815E-02,-7.97528538E-03,+2.48944551E-02,-2.81547902E+00,-8.27437092E-02,-3.46418909E-03,+8.28161942E-02,-3.09975059E+00
+5.40000000E-01,+2.00000000E+00,-2.41363185E-02,-7.86406752E-03,+2.53851419E-02,-2.82662031E+00,-8.16453540E-02,-3.49396702E-03,+8.17200810E-02,-3.09882431E+00
+5.50000000E-01,+2.00000000E+00,-2.46761275E-02,-7.75203728E-03,+2.58651378E-02,-2.83720412E+00,-8.05248052E-02,-3.52363150E-03,+8.06018624E-02,-3.09786221E+00
+5.60000000E-01,+2.00000000E+00,-2.52003524E-02,-7.63924062E-03,+2.63327887E-02,-2.84725741E+00,-7.93818627E-02,-3.55310755E-03,+7.94613409E-02,-3.09686282E+00
+5.70000000E-01,+2.00000000E+00,-2.57074969E-02,-7.52572162E-03,+2.67864122E-02,-2.85680574E+00,-7.82163124E-02,-3.58231354E-03,+7.82983046E-02,-3.09582456E+00
+5.80000000E-01,+2.00000000E+00,-2.61960230E-02,-7.41152219E-03,+2.72242958E-02,-2.86587323E+00,-7.70279249E-02,-3.61116062E-03,+7.71125262E-02,-3.09474577E+00
+5.90000000E-01,+2.00000000E+00,-2.66643502E-02,-7.29668165E-03,+2.76446945E-02,-2.87448258E+00,-7.58164551E-02,-3.63955208E-03,+7.59037628E-02,-3.09362470E+00
+6.00000000E-01,+2.00000000E+00,-2.71108530E-02,-7.18123630E-03,+2.80458286E-02,-2.88265514E+00,-7.45816413E-02,-3.66738262E-03,+7.46717544E-02,-3.09245950E+00
+6.10000000E-01,+2.00000000E+00,-2.75338597E-02,-7.06521897E-03,+2.84258817E-02,-2.89041089E+00,-7.33232044E-02,-3.69453764E-03,+7.34162237E-02,-3.09124821E+00
+6.20000000E-01,+2.00000000E+00,-2.79316507E-02,-6.94865838E-03,+2.87829978E-02,-2.89776855E+00,-7.20408472E-02,-3.72089235E-03,+7.21368748E-02,-3.08998875E+00
+6.30000000E-01,+2.00000000E+00,-2.83024562E-02,-6.83157850E-03,+2.91152794E-02,-2.90474552E+00,-7.07342534E-02,-3.74631090E-03,+7.08333922E-02,-3.08867891E+00
+6.40000000E-01,+2.00000000E+00,-2.86444544E-02,-6.71399782E-03,+2.94207840E-02,-2.91135805E+00,-6.94030868E-02,-3.77064533E-03,+6.95054403E-02,-3.08731637E+00
+6.50000000E-01,+2.00000000E+00,-2.89557690E-02,-6.59592848E-03,+2.96975223E-02,-2.91762116E+00,-6.80469902E-02,-3.79373453E-03,+6.81526617E-02,-3.08589862E+00
